Altium Designer Pick and Place Locations
C:\Users\Public\Documents\Altium\Projects\shepherd_v2\Project Outputs for shepherd_v2\Pick Place\Pick Place for shepherd_pcb_v2.4.csv

========================================================================================================================
File Design Information:

Date:       23.09.22
Time:       12:03
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Manufacturer PN","Value"
"C125","C_0402_100nF_25V","TopLayer","CAPC1005X06","67,1000","11,3000","0","GRM155R71E104KE14J","100nF"
"C124","C_0402_100nF_25V","TopLayer","CAPC1005X06","75,3000","15,8000","0","GRM155R71E104KE14J","100nF"
"C123","C_0402_100nF_25V","TopLayer","CAPC1005X06","75,1000","30,3000","0","GRM155R71E104KE14J","100nF"
"C122","C_0402_100nF_25V","TopLayer","CAPC1005X06","76,5000","10,5000","0","GRM155R71E104KE14J","100nF"
"C121","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","79,3000","31,4000","270","GCM155C71A105KE38D","1uF"
"C120","C_0402_100nF_25V","TopLayer","CAPC1005X06","83,2000","25,8000","0","GRM155R71E104KE14J","100nF"
"C119","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","78,9000","3,7000","270","GCM155C71A105KE38D","1uF"
"C118","C_0402_100nF_25V","TopLayer","CAPC1005X06","79,1000","50,2000","270","GRM155R71E104KE14J","100nF"
"C117","C_0603_10uF_16V","TopLayer","CAPC1608X09","33,0000","17,2000","0","EMK107BBJ106MA-T","10uF"
"C116","C_1206_47uF_10V","TopLayer","CAPC3216X18","43,1000","11,5000","90","LMK316ABJ476ML-T","47uF"
"C115","C_0603_10uF_16V","TopLayer","CAPC1608X09","38,8000","9,1000","180","EMK107BBJ106MA-T","10uF"
"C114","C_1206_47uF_10V","TopLayer","CAPC3216X18","39,6000","10,7000","180","LMK316ABJ476ML-T","47uF"
"C113","C_0402_100nF_25V","TopLayer","CAPC1005X06","33,6000","27,2000","0","GRM155R71E104KE14J","100nF"
"C112","C_1206_47uF_10V","TopLayer","CAPC3216X18","45,3000","16,0000","270","LMK316ABJ476ML-T","47uF"
"C111","C_0603_10uF_16V","TopLayer","CAPC1608X09","35,8000","17,7000","0","EMK107BBJ106MA-T","10uF"
"C110","C_1206_47uF_10V","TopLayer","CAPC3216X18","39,8000","17,4000","180","LMK316ABJ476ML-T","47uF"
"C109","C_0603_10uF_16V","TopLayer","CAPC1608X09","59,3000","36,2000","270","EMK107BBJ106MA-T","10uF"
"C108","C_0402_100nF_25V","TopLayer","CAPC1005X06","36,1000","16,6000","0","GRM155R71E104KE14J","100nF"
"C107","C_0603_10uF_16V","TopLayer","CAPC1608X09","32,2000","15,2000","270","EMK107BBJ106MA-T","10uF"
"C106","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","38,4000","12,7000","90","GCM155C71A105KE38D","1uF"
"C105","C_0402_100nF_25V","TopLayer","CAPC1005X06","58,4000","34,3000","180","GRM155R71E104KE14J","100nF"
"C104","C_0402_47pF_50V","TopLayer","CAPC1005X06","40,4000","12,7000","270","C0402C470K5GACTU","47pF"
"C103","C_0603_10uF_16V","TopLayer","CAPC1608X09","55,2000","12,6000","180","EMK107BBJ106MA-T","10uF"
"C102","C_1206_100uF_6V3","TopLayer","CAPC3216X18","25,8000","14,8000","0","JMK316ABJ107ML-T","100uF"
"C101","C_1206_100uF_6V3","TopLayer","CAPC3216X18","28,0000","8,2000","180","JMK316ABJ107ML-T","100uF"
"C100","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","70,2000","29,8000","0","GCM155C71A105KE38D","1uF"
"C99","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","28,4000","33,7000","0","GCM155C71A105KE38D","1uF"
"C98","C_0402_100nF_25V","TopLayer","CAPC1005X06","41,5000","14,0000","270","GRM155R71E104KE14J","100nF"
"C97","C_0603_10uF_16V","TopLayer","CAPC1608X09","43,1000","21,6000","270","EMK107BBJ106MA-T","10uF"
"C96","C_0402_10nF_25V_NP0","TopLayer","CAPC1005X06","37,8000","23,7000","0","GRM1555C1E103JE01J","10nF"
"C95","C_0603_10uF_16V","TopLayer","CAPC1608X09","43,8000","46,9000","90","EMK107BBJ106MA-T","10uF"
"C94","C_0603_10uF_16V","TopLayer","CAPC1608X09","36,1000","20,7000","270","EMK107BBJ106MA-T","10uF"
"C93","C_0402_10nF_25V_NP0","TopLayer","CAPC1005X06","46,5000","21,5000","270","GRM1555C1E103JE01J","10nF"
"C92","C_0603_10uF_16V","TopLayer","CAPC1608X09","54,8000","14,6000","270","EMK107BBJ106MA-T","10uF"
"C91","C_0402_100nF_25V","TopLayer","CAPC1005X06","54,3000","10,8000","90","GRM155R71E104KE14J","100nF"
"C90","C_0603_10uF_16V","TopLayer","CAPC1608X09","48,1000","16,2000","270","EMK107BBJ106MA-T","10uF"
"C89","C_1206_100uF_6V3","TopLayer","CAPC3216X18","53,2000","23,4000","0","JMK316ABJ107ML-T","100uF"
"C88","C_1206_100uF_6V3","TopLayer","CAPC3216X18","52,3000","35,8000","90","JMK316ABJ107ML-T","100uF"
"C87","C_0603_10uF_16V","TopLayer","CAPC1608X09","54,3000","20,5000","270","EMK107BBJ106MA-T","10uF"
"C86","C_0402_100nF_25V","TopLayer","CAPC1005X06","53,2000","20,1000","270","GRM155R71E104KE14J","100nF"
"C85","C_0402_100nF_25V","TopLayer","CAPC1005X06","46,5000","19,5000","270","GRM155R71E104KE14J","100nF"
"C84","C_0402_100nF_25V","TopLayer","CAPC1005X06","36,6000","47,2000","90","GRM155R71E104KE14J","100nF"
"C83","C_1206_47uF_10V","TopLayer","CAPC3216X18","45,0000","20,8000","270","LMK316ABJ476ML-T","47uF"
"C82","C_1206_47uF_10V","TopLayer","CAPC3216X18","47,7000","11,5000","90","LMK316ABJ476ML-T","47uF"
"C81","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","47,5000","14,3000","0","GCM155C71A105KE38D","1uF"
"C80","C_0402_100nF_25V","TopLayer","CAPC1005X06","20,4000","10,5000","0","GRM155R71E104KE14J","100nF"
"C79","C_0402_100nF_25V","TopLayer","CAPC1005X06","26,3000","23,3000","270","GRM155R71E104KE14J","100nF"
"C78","C_0402_100nF_25V","TopLayer","CAPC1005X06","34,3000","24,2000","180","GRM155R71E104KE14J","100nF"
"C77","C_0603_10uF_16V","TopLayer","CAPC1608X09","20,7000","7,9000","90","EMK107BBJ106MA-T","10uF"
"C76","C_0603_10uF_16V","TopLayer","CAPC1608X09","23,6000","12,2000","90","EMK107BBJ106MA-T","10uF"
"C75","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","61,5000","22,2000","180","GCM155C71A105KE38D","1uF"
"C74","C_0402_100nF_25V","TopLayer","CAPC1005X06","60,0000","21,7000","90","GRM155R71E104KE14J","100nF"
"C73","C_0402_1nF_50V","TopLayer","CAPC1005X06","60,0000","23,7000","270","GRM1555C1H102JA01D","1nF"
"C72","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","81,0000","28,4000","0","GCM155C71A105KE38D","1uF"
"C71","C_0402_100nF_25V","TopLayer","CAPC1005X06","78,7000","41,9000","90","GRM155R71E104KE14J","100nF"
"C70","C_0402_100nF_25V","TopLayer","CAPC1005X06","66,5000","35,9000","270","GRM155R71E104KE14J","100nF"
"C69","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","68,2000","29,8000","0","GCM155C71A105KE38D","1uF"
"C68","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","68,2000","15,2000","0","GCM155C71A105KE38D","1uF"
"C67","C_0402_100nF_25V","TopLayer","CAPC1005X06","58,7000","19,6000","0","GRM155R71E104KE14J","100nF"
"C66","C_0402_100nF_25V","TopLayer","CAPC1005X06","58,7000","15,4000","0","GRM155R71E104KE14J","100nF"
"C65","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","63,2000","17,5000","180","GCM155C71A105KE38D","1uF"
"C64","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","70,2000","20,3000","0","GCM155C71A105KE38D","1uF"
"C63","C_0402_100nF_25V","TopLayer","CAPC1005X06","63,0000","23,7000","270","GRM155R71E104KE14J","100nF"
"C62","C_0402_10nF_25V_NP0","TopLayer","CAPC1005X06","52,9000","32,9000","0","GRM1555C1E103JE01J","10nF"
"C61","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","30,3000","38,0000","180","GCM155C71A105KE38D","1uF"
"C60","C_0402_100nF_25V","TopLayer","CAPC1005X06","28,3000","38,0000","0","GRM155R71E104KE14J","100nF"
"C59","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","34,4000","33,3000","0","GCM155C71A105KE38D","1uF"
"C58","C_0402_100nF_25V","TopLayer","CAPC1005X06","34,5000","32,1000","0","GRM155R71E104KE14J","100nF"
"C57","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","43,7000","31,9000","180","GCM155C71A105KE38D","1uF"
"C56","C_0402_100nF_25V","TopLayer","CAPC1005X06","43,7000","32,9000","180","GRM155R71E104KE14J","100nF"
"C55","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","33,3000","43,1000","0","GCM155C71A105KE38D","1uF"
"C54","C_0402_100nF_25V","TopLayer","CAPC1005X06","35,3000","43,1000","0","GRM155R71E104KE14J","100nF"
"C53","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","47,7000","43,3000","180","GCM155C71A105KE38D","1uF"
"C52","C_0402_100nF_25V","TopLayer","CAPC1005X06","44,0000","42,6000","90","GRM155R71E104KE14J","100nF"
"C51","C_0603_10uF_16V","TopLayer","CAPC1608X09","32,0000","27,6000","90","EMK107BBJ106MA-T","10uF"
"C50","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","32,2000","30,3000","90","GCM155C71A105KE38D","1uF"
"C49","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","27,6970","31,4055","90","GCM155C71A105KE38D","1uF"
"C48","C_0603_10uF_16V","TopLayer","CAPC1608X09","62,6000","27,7000","90","EMK107BBJ106MA-T","10uF"
"C47","C_D8L12_470uF_25V","BottomLayer","CAP-ELCO_D8L12mm","29,9500","32,6000","0","860020474014","470uF"
"C46","C_0402_100nF_25V","TopLayer","CAPC1005X06","30,4000","33,7000","180","GRM155R71E104KE14J","100nF"
"C45","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","33,7000","35,2000","90","GCM155C71A105KE38D","1uF"
"C44","C_0603_10uF_16V","TopLayer","CAPC1608X09","28,2000","34,8000","0","EMK107BBJ106MA-T","10uF"
"C43","C_0402_100nF_25V","TopLayer","CAPC1005X06","42,9000","35,7000","180","GRM155R71E104KE14J","100nF"
"C42","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","44,3000","35,2000","270","GCM155C71A105KE38D","1uF"
"C41","C_0603_10uF_16V","TopLayer","CAPC1608X09","34,1000","30,9000","0","EMK107BBJ106MA-T","10uF"
"C40","C_0603_10uF_16V","TopLayer","CAPC1608X09","34,1000","28,5000","0","EMK107BBJ106MA-T","10uF"
"C39","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","34,5000","29,7000","0","GCM155C71A105KE38D","1uF"
"C38","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","42,9000","37,7000","180","GCM155C71A105KE38D","1uF"
"C37","C_0402_100nF_25V","TopLayer","CAPC1005X06","42,9000","36,7000","180","GRM155R71E104KE14J","100nF"
"C36","C_0402_1nF_50V","TopLayer","CAPC1005X06","34,2000","36,8000","180","GRM1555C1H102JA01D","1nF"
"C35","C_0402_10nF_25V_NP0","TopLayer","CAPC1005X06","27,7000","28,7000","90","GRM1555C1E103JE01J","10nF"
"C34","C_0402_1nF_50V","TopLayer","CAPC1005X06","28,9000","35,9000","0","GRM1555C1H102JA01D","1nF"
"C33","C_0603_10uF_16V","TopLayer","CAPC1608X09","34,9000","41,9000","0","EMK107BBJ106MA-T","10uF"
"C32","C_0603_10uF_16V","TopLayer","CAPC1608X09","34,9000","40,6000","0","EMK107BBJ106MA-T","10uF"
"C31","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","35,8000","39,0000","90","GCM155C71A105KE38D","1uF"
"C30","C_0402_100nF_25V","TopLayer","CAPC1005X06","31,8000","42,9000","90","GRM155R71E104KE14J","100nF"
"C29","C_0402_1nF_50V","TopLayer","CAPC1005X06","30,3000","42,4000","180","GRM1555C1H102JA01D","1nF"
"C28","C_0402_1nF_50V","TopLayer","CAPC1005X06","33,7000","38,9000","270","GRM1555C1H102JA01D","1nF"
"C27","C_0402_100nF_25V","TopLayer","CAPC1005X06","43,7000","28,4000","180","GRM155R71E104KE14J","100nF"
"C26","C_0603_10uF_16V","TopLayer","CAPC1608X09","59,2000","27,7000","90","EMK107BBJ106MA-T","10uF"
"C25","C_0603_10uF_16V","TopLayer","CAPC1608X09","49,9000","33,0000","180","EMK107BBJ106MA-T","10uF"
"C24","C_0603_10uF_16V","TopLayer","CAPC1608X09","25,1000","45,4000","270","EMK107BBJ106MA-T","10uF"
"C23","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","57,4000","27,6000","90","GCM155C71A105KE38D","1uF"
"C22","C_0402_100nF_25V","TopLayer","CAPC1005X06","56,3000","27,6000","90","GRM155R71E104KE14J","100nF"
"C21","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","47,4000","28,7000","0","GCM155C71A105KE38D","1uF"
"C20","C_0402_100nF_25V","TopLayer","CAPC1005X06","47,4000","27,7000","0","GRM155R71E104KE14J","100nF"
"C19","C_0603_10uF_16V","TopLayer","CAPC1608X09","61,2000","27,7000","90","EMK107BBJ106MA-T","10uF"
"C18","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","60,3000","30,1000","90","GCM155C71A105KE38D","1uF"
"C17","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","63,3000","30,1000","90","GCM155C71A105KE38D","1uF"
"C16","C_0603_10uF_16V","TopLayer","CAPC1608X09","36,1000","23,7000","90","EMK107BBJ106MA-T","10uF"
"C15","C_0603_10uF_16V","TopLayer","CAPC1608X09","36,0000","27,1000","180","EMK107BBJ106MA-T","10uF"
"C14","C_0402_100nF_25V","TopLayer","CAPC1005X06","61,8000","30,6000","0","GRM155R71E104KE14J","100nF"
"C13","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","51,4000","39,4000","0","GCM155C71A105KE38D","1uF"
"C12","C_0402_100nF_25V","TopLayer","CAPC1005X06","51,4000","40,4000","0","GRM155R71E104KE14J","100nF"
"C11","C_0402_100nF_25V","TopLayer","CAPC1005X06","48,7000","36,3000","90","GRM155R71E104KE14J","100nF"
"C10","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","49,3000","34,8000","180","GCM155C71A105KE38D","1uF"
"C9","C_0603_10uF_16V","TopLayer","CAPC1608X09","57,2000","29,3000","180","EMK107BBJ106MA-T","10uF"
"C8","C_0603_10uF_16V","TopLayer","CAPC1608X09","57,2000","31,7000","180","EMK107BBJ106MA-T","10uF"
"C7","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","56,8000","30,5000","180","GCM155C71A105KE38D","1uF"
"C6","C_0402_10nF_25V_NP0","TopLayer","CAPC1005X06","61,9000","38,4000","0","GRM1555C1E103JE01J","10nF"
"C5","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","50,7000","36,5000","90","GCM155C71A105KE38D","1uF"
"C4","C_0402_100nF_25V","TopLayer","CAPC1005X06","49,7000","36,5000","90","GRM155R71E104KE14J","100nF"
"C3","C_0402_1nF_50V","TopLayer","CAPC1005X06","56,4000","34,3000","180","GRM1555C1H102JA01D","1nF"
"C2","C_0402_100nF_25V","TopLayer","CAPC1005X06","47,4000","32,3000","0","GRM155R71E104KE14J","100nF"
"C1","C_0402_1nF_50V","TopLayer","CAPC1005X06","55,2000","39,1000","0","GRM1555C1H102JA01D","1nF"
