Altium Designer Pick and Place Locations
C:\Users\hans\Documents\Altium\shepherd_v2\Project Outputs\Pick Place\Pick Place for shepherd_pcb_v2.5c.csv

========================================================================================================================
File Design Information:

Date:       03/03/25
Time:       18:35
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Manufacturer PN","Value"
"C130","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","72,7000","15,5000","180","GRM155C71A105KE11D","1uF"
"C129","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","73,8000","47,8000","0","GRM155R71E104KE14J","100nF"
"C128","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","67,7000","38,6000","90","GRM155R71E104KE14J","100nF"
"C127","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","63,6000","38,5000","90","GRM155R71E104KE14J","100nF"
"C126","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","75,3000","23,4000","270","GRM155R71E104KE14J","100nF"
"C125","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","66,2000","10,5000","270","GRM155R71E104KE14J","100nF"
"C124","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","66,1000","15,1000","270","GRM155R71E104KE14J","100nF"
"C123","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","75,3000","25,5000","90","GRM155R71E104KE14J","100nF"
"C122","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","77,3000","13,3000","270","GRM155R71E104KE14J","100nF"
"C121","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","78,0000","33,3000","0","GRM155C71A105KE11D","1uF"
"C120","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","77,4000","22,1000","0","GRM155R71E104KE14J","100nF"
"C119","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","78,5000","6,6000","270","GRM155C71A105KE11D","1uF"
"C118","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","78,5000","47,3000","90","GRM155R71E104KE14J","100nF"
"C117","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","27,2000","43,5000","0","EMK107BBJ106MA-T","10uF"
"C116","C_1206_47uF_10V_X5R","TopLayer","CAPC3216X18","37,3000","37,5000","90","LMK316ABJ476ML-T","47uF"
"C115","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","33,0000","34,5000","180","EMK107BBJ106MA-T","10uF"
"C114","C_1206_47uF_10V_X5R","TopLayer","CAPC3216X18","33,8000","36,3000","180","LMK316ABJ476ML-T","47uF"
"C112","C_1206_47uF_10V_X5R","TopLayer","CAPC3216X18","39,5000","42,5000","270","LMK316ABJ476ML-T","47uF"
"C111","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","30,1000","43,9000","0","EMK107BBJ106MA-T","10uF"
"C110","C_1206_47uF_10V_X5R","TopLayer","CAPC3216X18","34,0000","43,6000","180","LMK316ABJ476ML-T","47uF"
"C109","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","54,4000","36,2000","270","EMK107BBJ106MA-T","10uF"
"C108","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","30,3000","42,8000","0","GRM155R71E104KE14J","100nF"
"C107","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","26,4000","41,4000","270","EMK107BBJ106MA-T","10uF"
"C106","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","32,8000","38,6000","180","GRM155C71A105KE11D","1uF"
"C105","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","53,5000","34,3000","180","GRM155R71E104KE14J","100nF"
"C104","C_0402_47pF_50V_NP0","TopLayer","CAPC1005X06","35,5000","38,5000","270","C0402C470K5GACTU","47pF"
"C103","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","25,7000","25,7000","0","EMK107BBJ106MA-T","10uF"
"C102","C_1206_100uF_6V3_X5R","TopLayer","CAPC3216X18","29,4000","24,3000","180","JMK316ABJ107ML-T","100uF"
"C101","C_1206_100uF_6V3_X5R","TopLayer","CAPC3216X18","29,4000","22,0000","180","JMK316ABJ107ML-T","100uF"
"C100","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","70,9000","29,0000","180","GRM155C71A105KE11D","1uF"
"C98","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","35,6119","40,5000","270","GRM155R71E104KE14J","100nF"
"C97","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","40,4000","17,0000","270","EMK107BBJ106MA-T","10uF"
"C96","C_0402_10nF_25V_NP0","TopLayer","CAPC1005X06","32,9000","18,2000","0","GRM1555C1E103JE01J","10nF"
"C95","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","41,8000","17,0000","270","EMK107BBJ106MA-T","10uF"
"C94","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","33,4000","16,1000","270","EMK107BBJ106MA-T","10uF"
"C93","C_0402_10nF_25V_NP0","TopLayer","CAPC1005X06","35,9000","23,0000","270","GRM1555C1E103JE01J","10nF"
"C92","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","23,8000","29,2000","0","EMK107BBJ106MA-T","10uF"
"C91","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","24,6000","31,9000","0","GRM155R71E104KE14J","100nF"
"C90","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","35,0000","19,3000","180","EMK107BBJ106MA-T","10uF"
"C88","C_1206_100uF_6V3_X5R","TopLayer","CAPC3216X18","43,3000","22,8000","270","JMK316ABJ107ML-T","100uF"
"C87","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","40,8000","19,2000","0","EMK107BBJ106MA-T","10uF"
"C86","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","42,8000","19,6000","90","GRM155R71E104KE14J","100nF"
"C85","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","35,9000","21,0000","270","GRM155R71E104KE14J","100nF"
"C84","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","35,3000","47,3000","90","GRM155R71E104KE14J","100nF"
"C83","C_1206_47uF_10V_X5R","TopLayer","CAPC3216X18","34,1000","22,3000","270","LMK316ABJ476ML-T","47uF"
"C82","C_1206_47uF_10V_X5R","TopLayer","CAPC3216X18","33,1000","30,9000","270","LMK316ABJ476ML-T","47uF"
"C81","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","30,9000","30,4000","0","GRM155C71A105KE11D","1uF"
"C80","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","19,1000","18,7000","0","GRM155R71E104KE14J","100nF"
"C79","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","27,7000","9,1000","0","GRM155R71E104KE14J","100nF"
"C78","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","39,1000","13,5000","180","GRM155R71E104KE14J","100nF"
"C77","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","24,1000","7,7000","90","EMK107BBJ106MA-T","10uF"
"C76","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","21,4000","41,9000","270","EMK107BBJ106MA-T","10uF"
"C71","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","84,9000","26,1000","90","GRM155R71E104KE14J","100nF"
"C69","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","66,6000","28,5000","0","GRM155C71A105KE11D","1uF"
"C68","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","55,0000","23,1000","0","GRM155C71A105KE11D","1uF"
"C65","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","60,0000","14,4000","0","GRM155C71A105KE11D","1uF"
"C64","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","68,8000","22,8000","0","GRM155C71A105KE11D","1uF"
"C62","C_0402_10nF_25V_NP0","TopLayer","CAPC1005X06","50,0000","32,9000","0","GRM1555C1E103JE01J","10nF"
"C49","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","68,3000","15,5000","0","GRM155C71A105KE11D","1uF"
"C48","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","60,2000","27,7000","90","EMK107BBJ106MA-T","10uF"
"C47","C_1206_47uF_16V_X5R","BottomLayer","CAPC3216X18","59,6000","28,2000","0","EMK316BBJ476ML-T","47uF"
"C46","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","55,0000","18,7000","0","GRM155C71A105KE11D","1uF"
"C45","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","57,7000","13,6000","0","GRM155C71A105KE11D","1uF"
"C44","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","57,7000","9,7000","0","GRM155C71A105KE11D","1uF"
"C43","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","51,8000","12,4000","180","GRM155C71A105KE11D","1uF"
"C42","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","60,0000","10,3000","0","GRM155C71A105KE11D","1uF"
"C41","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","64,4000","23,3000","180","GRM155R71E104KE14J","100nF"
"C40","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","64,4000","19,2000","180","GRM155R71E104KE14J","100nF"
"C39","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","77,7000","10,0000","270","GRM155R71E104KE14J","100nF"
"C38","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","55,9000","12,4000","270","GRM155R71E104KE14J","100nF"
"C36","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","78,5000","29,1000","0","GRM155C71A105KE11D","1uF"
"C35","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","63,6000","35,5000","90","GRM155R71E104KE14J","100nF"
"C34","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","71,6000","32,7000","180","GRM155R71E104KE14J","100nF"
"C33","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","71,6000","33,8000","180","GRM155C71A105KE11D","1uF"
"C32","C_0402_1nF_50V_NP0","TopLayer","CAPC1005X06","71,1000","31,1000","270","GRM1555C1H102JA01D","1nF"
"C31","C_0603_1uF_10V_X7R","TopLayer","CAPC1608X09","24,6000","12,3000","0","C0603C105K8RACTU","1uF"
"C30","C_0402_10nF_25V_NP0","TopLayer","CAPC1005X06","23,6000","14,8000","270","GRM1555C1E103JE01J","10nF"
"C29","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","20,6000","7,7000","90","EMK107BBJ106MA-T","10uF"
"C28","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","22,5000","14,4000","270","EMK107BBJ106MA-T","10uF"
"C27","C_1206_100uF_6V3_X5R","TopLayer","CAPC3216X18","24,7000","19,3000","0","JMK316ABJ107ML-T","100uF"
"C26","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","56,3000","27,7000","90","EMK107BBJ106MA-T","10uF"
"C25","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","46,8000","33,5000","180","EMK107BBJ106MA-T","10uF"
"C24","C_0603_1uF_10V_X7R","TopLayer","CAPC1608X09","29,1000","13,8000","0","C0603C105K8RACTU","1uF"
"C23","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","54,5000","27,6000","90","GRM155C71A105KE11D","1uF"
"C22","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","53,4000","27,6000","90","GRM155R71E104KE14J","100nF"
"C21","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","44,5000","28,7000","0","GRM155C71A105KE11D","1uF"
"C20","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","44,5000","27,6000","0","GRM155R71E104KE14J","100nF"
"C19","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","57,6000","27,7000","90","EMK107BBJ106MA-T","10uF"
"C18","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","56,5000","30,1000","90","GRM155C71A105KE11D","1uF"
"C17","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","59,7000","30,1000","90","GRM155C71A105KE11D","1uF"
"C16","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","63,1000","30,3000","270","EMK107BBJ106MA-T","10uF"
"C15","C_1206_100uF_6V3_X5R","TopLayer","CAPC3216X18","24,7000","17,0000","0","JMK316ABJ107ML-T","100uF"
"C14","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","58,9000","28,0000","270","GRM155R71E104KE14J","100nF"
"C13","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","48,5000","39,4000","0","GRM155C71A105KE11D","1uF"
"C12","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","48,5000","40,4000","0","GRM155R71E104KE14J","100nF"
"C11","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","45,8000","36,3000","90","GRM155R71E104KE14J","100nF"
"C10","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","46,4000","34,8000","180","GRM155C71A105KE11D","1uF"
"C9","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","54,3000","29,3000","180","EMK107BBJ106MA-T","10uF"
"C8","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","54,3000","31,7000","180","EMK107BBJ106MA-T","10uF"
"C7","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","53,9000","30,5000","180","GRM155C71A105KE11D","1uF"
"C6","C_0402_10nF_25V_NP0","TopLayer","CAPC1005X06","56,1000","37,4000","180","GRM1555C1E103JE01J","10nF"
"C5","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","47,8000","36,5000","90","GRM155C71A105KE11D","1uF"
"C4","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","46,8000","36,5000","90","GRM155R71E104KE14J","100nF"
"C3","C_0402_1nF_50V_NP0","TopLayer","CAPC1005X06","51,5000","34,3000","180","GRM1555C1H102JA01D","1nF"
"C2","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","44,5000","32,3000","0","GRM155R71E104KE14J","100nF"
"C1","C_0402_1nF_50V_NP0","TopLayer","CAPC1005X06","52,3000","39,1000","0","GRM1555C1H102JA01D","1nF"
