Altium Designer Pick and Place Locations
C:\Users\hans\Documents\Altium\shepherd_v2\Project Outputs\Pick Place\Pick Place for shepherd_pcb_v2.5d_panel.csv

========================================================================================================================
File Design Information:

Date:       06/03/25
Time:       15:25
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Manufacturer PN","Value"
"D17","D_LED_0603_Green","TopLayer","DIOM1608X02N_Green","75,8240","27,0000","0","150060VS55040","Green"
"D16","D_LED_0603_Green","TopLayer","DIOM1608X02N_Green","75,8240","46,0000","0","150060VS55040","Green"
"D14","NSR05T30XV2","TopLayer","SODFL160X70-2N","32,7240","20,0000","0","NSR05T30XV2T5G","370mV / 30V"
"D13","D_LED_0603_Green","TopLayer","DIOM1608X02N_Green","42,1240","23,5000","0","150060VS55040","Green"
"D12","NSR05T30XV2","TopLayer","SODFL160X70-2N","23,2240","40,8000","180","NSR05T30XV2T5G","370mV / 30V"
"D11","NSR05T30XV2","TopLayer","SODFL160X70-2N","29,5240","39,3000","180","NSR05T30XV2T5G","370mV / 30V"
"D10","NSR05T30XV2","TopLayer","SODFL160X70-2N","32,7240","16,8000","0","NSR05T30XV2T5G","370mV / 30V"
"D8","D_LED_0603_Green","TopLayer","DIOM1608X02N_Green","43,9240","57,0000","0","150060VS55040","Green"
"D7","D_LED_0603_Green","TopLayer","DIOM1608X02N_Green","23,8240","57,0000","0","150060VS55040","Green"
"D6","D_LED_0603_Amber","TopLayer","DIOM1608X02N_Orange","40,4240","57,0000","0","150060AS75000","Amber"
"D5","D_LED_0603_Amber","TopLayer","DIOM1608X02N_Orange","20,3240","57,0000","0","150060AS75000","Amber"
"D4","D_LED_0603_Amber","TopLayer","DIOM1608X02N_Orange","75,8240","31,0000","0","150060AS75000","Amber"
"D3","D_LED_0603_Amber","TopLayer","DIOM1608X02N_Orange","75,8240","50,0000","0","150060AS75000","Amber"
"C162","C_1206_47uF_16V_X5R","BottomLayer","CAPC3216X18","39,2047","50,0245","90","EMK316BBJ476ML-T","47uF"
"C161","C_1206_220uF_6V3_X5R","BottomLayer","CAPC3216X18","52,0240","33,8000","180","GRM31CR60J227ME11K","220uF"
"C160","C_1206_220uF_6V3_X5R","BottomLayer","CAPC3216X18","23,4240","40,8000","270","GRM31CR60J227ME11K","220uF"
"C157","C_0402_1nF_50V_NP0","TopLayer","CAPC1005X06","59,2240","45,9000","90","GRM1555C1H102JA01D","1nF"
"C156","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","56,4240","40,1000","90","GRM155R71E104KE14J","100nF"
"C155","C_0402_1nF_50V_NP0","TopLayer","CAPC1005X06","54,8240","45,9000","90","GRM1555C1H102JA01D","1nF"
"C154","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","25,2240","48,2000","90","EMK107BBJ106MA-T","10uF"
"C152","C_1206_220uF_6V3_X5R","BottomLayer","CAPC3216X18","22,1240","50,2000","270","GRM31CR60J227ME11K","220uF"
"C151","C_1206_220uF_6V3_X5R","BottomLayer","CAPC3216X18","70,4240","43,3000","180","GRM31CR60J227ME11K","220uF"
"C150","C_1206_220uF_6V3_X5R","BottomLayer","CAPC3216X18","32,9240","32,3000","270","GRM31CR60J227ME11K","220uF"
"C149","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","53,6240","52,9000","270","GRM155C71A105KE11D","1uF"
"C148","C_0402_10uF_4V_X6S","TopLayer","CAPC1005X06","59,0240","52,9000","90","GRM155C80G106ME44D","10uF"
"C147","C_0402_10uF_4V_X6S","TopLayer","CAPC1005X06","53,6240","50,9000","90","GRM155C80G106ME44D","10uF"
"C146","C_1206_47uF_10V_X5R","TopLayer","CAPC3216X18","36,1240","52,5000","270","LMK316ABJ476ML-T","47uF"
"C145","C_1206_100uF_6V3_X5R","TopLayer","CAPC3216X18","38,3240","47,5000","90","JMK316ABJ107ML-T","100uF"
"C144","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","57,4240","40,1000","270","GRM155R71E104KE14J","100nF"
"C141","C_0402_1nF_50V_NP0","TopLayer","CAPC1005X06","47,8240","44,8000","90","GRM1555C1H102JA01D","1nF"
"C139","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","67,1240","18,9000","0","GRM155C71A105KE11D","1uF"
"C138","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","71,5240","18,9000","180","GRM155C71A105KE11D","1uF"
"C137","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","71,5240","21,9000","180","GRM155C71A105KE11D","1uF"
"C136","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","68,3240","57,3000","270","GRM155R71E104KE14J","100nF"
"C135","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","56,1240","33,6000","0","GRM155C71A105KE11D","1uF"
"C134","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","56,1240","29,4000","0","GRM155C71A105KE11D","1uF"
"C133","C_0402_1nF_50V_NP0","TopLayer","CAPC1005X06","46,0240","53,4000","0","GRM1555C1H102JA01D","1nF"
"C132","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","32,3240","18,5000","90","GRM155C71A105KE11D","1uF"
"C131","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","69,7240","35,9000","180","GRM155C71A105KE11D","1uF"
"C130","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","71,5240","25,5000","180","GRM155C71A105KE11D","1uF"
"C129","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","72,6240","57,8000","0","GRM155R71E104KE14J","100nF"
"C128","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","63,7240","51,5000","180","GRM155R71E104KE14J","100nF"
"C127","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","69,4240","51,2000","180","GRM155R71E104KE14J","100nF"
"C126","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","74,1240","33,4000","270","GRM155R71E104KE14J","100nF"
"C125","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","65,0240","20,5000","270","GRM155R71E104KE14J","100nF"
"C124","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","64,9240","25,1000","270","GRM155R71E104KE14J","100nF"
"C123","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","74,1240","35,5000","90","GRM155R71E104KE14J","100nF"
"C122","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","76,1240","23,3000","270","GRM155R71E104KE14J","100nF"
"C121","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","76,8240","43,3000","0","GRM155C71A105KE11D","1uF"
"C120","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","76,2240","32,1000","0","GRM155R71E104KE14J","100nF"
"C119","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","77,3240","16,6000","270","GRM155C71A105KE11D","1uF"
"C118","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","77,3240","57,3000","90","GRM155R71E104KE14J","100nF"
"C117","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","26,0240","53,5000","0","EMK107BBJ106MA-T","10uF"
"C116","C_1206_47uF_10V_X5R","TopLayer","CAPC3216X18","36,1240","47,5000","90","LMK316ABJ476ML-T","47uF"
"C115","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","31,8240","44,5000","180","EMK107BBJ106MA-T","10uF"
"C114","C_1206_47uF_10V_X5R","TopLayer","CAPC3216X18","32,6240","46,3000","180","LMK316ABJ476ML-T","47uF"
"C112","C_1206_47uF_10V_X5R","TopLayer","CAPC3216X18","38,3240","52,5000","270","LMK316ABJ476ML-T","47uF"
"C111","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","28,9240","53,9000","0","EMK107BBJ106MA-T","10uF"
"C110","C_1206_47uF_10V_X5R","TopLayer","CAPC3216X18","32,8240","53,6000","180","LMK316ABJ476ML-T","47uF"
"C109","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","53,2240","46,2000","270","EMK107BBJ106MA-T","10uF"
"C108","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","29,1240","52,8000","0","GRM155R71E104KE14J","100nF"
"C107","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","25,2240","51,4000","270","EMK107BBJ106MA-T","10uF"
"C106","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","31,6240","48,6000","180","GRM155C71A105KE11D","1uF"
"C105","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","52,3240","44,3000","180","GRM155R71E104KE14J","100nF"
"C104","C_0402_47pF_50V_NP0","TopLayer","CAPC1005X06","34,3240","48,5000","270","C0402C470K5GACTU","47pF"
"C103","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","24,5240","35,7000","0","EMK107BBJ106MA-T","10uF"
"C102","C_1206_100uF_6V3_X5R","TopLayer","CAPC3216X18","28,2240","34,3000","180","JMK316ABJ107ML-T","100uF"
"C101","C_1206_100uF_6V3_X5R","TopLayer","CAPC3216X18","28,2240","32,0000","180","JMK316ABJ107ML-T","100uF"
"C100","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","69,7240","39,0000","180","GRM155C71A105KE11D","1uF"
"C98","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","34,4359","50,5000","270","GRM155R71E104KE14J","100nF"
"C97","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","39,2240","27,0000","270","EMK107BBJ106MA-T","10uF"
"C96","C_0402_10nF_25V_NP0","TopLayer","CAPC1005X06","31,7240","28,2000","0","GRM1555C1E103JE01J","10nF"
"C95","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","40,6240","27,0000","270","EMK107BBJ106MA-T","10uF"
"C94","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","32,2240","26,1000","270","EMK107BBJ106MA-T","10uF"
"C93","C_0402_10nF_25V_NP0","TopLayer","CAPC1005X06","34,7240","33,0000","270","GRM1555C1E103JE01J","10nF"
"C92","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","22,6240","39,2000","0","EMK107BBJ106MA-T","10uF"
"C91","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","23,4240","41,9000","0","GRM155R71E104KE14J","100nF"
"C90","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","33,8240","29,3000","180","EMK107BBJ106MA-T","10uF"
"C88","C_1206_100uF_6V3_X5R","TopLayer","CAPC3216X18","42,1240","32,8000","270","JMK316ABJ107ML-T","100uF"
"C87","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","39,6240","29,2000","0","EMK107BBJ106MA-T","10uF"
"C86","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","41,6240","29,6000","90","GRM155R71E104KE14J","100nF"
"C85","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","34,7240","31,0000","270","GRM155R71E104KE14J","100nF"
"C84","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","34,1240","57,3000","90","GRM155R71E104KE14J","100nF"
"C83","C_1206_47uF_10V_X5R","TopLayer","CAPC3216X18","32,9240","32,3000","270","LMK316ABJ476ML-T","47uF"
"C82","C_1206_47uF_10V_X5R","TopLayer","CAPC3216X18","31,9240","40,9000","270","LMK316ABJ476ML-T","47uF"
"C81","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","29,7240","40,4000","0","GRM155C71A105KE11D","1uF"
"C80","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","17,9240","28,7000","0","GRM155R71E104KE14J","100nF"
"C79","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","26,5240","19,1000","0","GRM155R71E104KE14J","100nF"
"C78","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","37,9240","23,5000","180","GRM155R71E104KE14J","100nF"
"C77","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","22,9240","17,7000","90","EMK107BBJ106MA-T","10uF"
"C76","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","20,2240","51,9000","270","EMK107BBJ106MA-T","10uF"
"C71","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","83,7240","36,1000","90","GRM155R71E104KE14J","100nF"
"C69","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","65,4240","38,5000","0","GRM155C71A105KE11D","1uF"
"C68","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","53,8240","33,1000","0","GRM155C71A105KE11D","1uF"
"C65","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","58,8240","24,4000","0","GRM155C71A105KE11D","1uF"
"C64","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","67,6240","32,8000","0","GRM155C71A105KE11D","1uF"
"C62","C_0402_10nF_25V_NP0","TopLayer","CAPC1005X06","48,8240","42,9000","0","GRM1555C1E103JE01J","10nF"
"C49","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","67,1240","25,5000","0","GRM155C71A105KE11D","1uF"
"C48","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","59,0240","37,7000","90","EMK107BBJ106MA-T","10uF"
"C47","C_1206_47uF_16V_X5R","BottomLayer","CAPC3216X18","58,4240","38,2000","0","EMK316BBJ476ML-T","47uF"
"C46","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","53,8240","28,7000","0","GRM155C71A105KE11D","1uF"
"C45","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","56,5240","23,6000","0","GRM155C71A105KE11D","1uF"
"C44","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","56,5240","19,7000","0","GRM155C71A105KE11D","1uF"
"C43","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","50,6240","22,4000","180","GRM155C71A105KE11D","1uF"
"C42","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","58,8240","20,3000","0","GRM155C71A105KE11D","1uF"
"C41","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","63,2240","33,3000","180","GRM155R71E104KE14J","100nF"
"C40","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","63,2240","29,2000","180","GRM155R71E104KE14J","100nF"
"C39","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","76,5240","20,0000","270","GRM155R71E104KE14J","100nF"
"C38","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","54,7240","22,4000","270","GRM155R71E104KE14J","100nF"
"C36","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","77,3240","39,1000","0","GRM155C71A105KE11D","1uF"
"C35","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","62,0240","46,9000","270","GRM155R71E104KE14J","100nF"
"C34","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","70,4240","42,7000","180","GRM155R71E104KE14J","100nF"
"C33","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","70,4240","43,8000","180","GRM155C71A105KE11D","1uF"
"C32","C_0402_1nF_50V_NP0","TopLayer","CAPC1005X06","69,9240","41,1000","270","GRM1555C1H102JA01D","1nF"
"C31","C_0603_1uF_10V_X7R","TopLayer","CAPC1608X09","23,4240","22,3000","0","C0603C105K8RACTU","1uF"
"C30","C_0402_10nF_25V_NP0","TopLayer","CAPC1005X06","22,4240","24,8000","270","GRM1555C1E103JE01J","10nF"
"C29","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","19,4240","17,7000","90","EMK107BBJ106MA-T","10uF"
"C28","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","21,3240","24,4000","270","EMK107BBJ106MA-T","10uF"
"C27","C_1206_100uF_6V3_X5R","TopLayer","CAPC3216X18","23,5240","29,3000","0","JMK316ABJ107ML-T","100uF"
"C26","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","55,1240","37,7000","90","EMK107BBJ106MA-T","10uF"
"C25","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","45,6240","43,5000","180","EMK107BBJ106MA-T","10uF"
"C24","C_0603_1uF_10V_X7R","TopLayer","CAPC1608X09","27,9240","23,8000","0","C0603C105K8RACTU","1uF"
"C23","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","53,3240","37,6000","90","GRM155C71A105KE11D","1uF"
"C22","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","52,2240","37,6000","90","GRM155R71E104KE14J","100nF"
"C21","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","43,3240","38,7000","0","GRM155C71A105KE11D","1uF"
"C20","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","43,3240","37,6000","0","GRM155R71E104KE14J","100nF"
"C19","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","56,4240","37,7000","90","EMK107BBJ106MA-T","10uF"
"C18","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","55,3240","40,1000","90","GRM155C71A105KE11D","1uF"
"C17","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","58,5240","40,1000","90","GRM155C71A105KE11D","1uF"
"C16","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","61,9240","40,3000","270","EMK107BBJ106MA-T","10uF"
"C15","C_1206_100uF_6V3_X5R","TopLayer","CAPC3216X18","23,5240","27,0000","0","JMK316ABJ107ML-T","100uF"
"C14","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","57,7240","38,0000","270","GRM155R71E104KE14J","100nF"
"C13","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","47,3240","49,4000","0","GRM155C71A105KE11D","1uF"
"C12","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","47,3240","50,4000","0","GRM155R71E104KE14J","100nF"
"C11","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","44,6240","46,3000","90","GRM155R71E104KE14J","100nF"
"C10","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","45,2240","44,8000","180","GRM155C71A105KE11D","1uF"
"C9","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","53,1240","39,3000","180","EMK107BBJ106MA-T","10uF"
"C8","C_0603_10uF_16V_X5R","TopLayer","CAPC1608X09","53,1240","41,7000","180","EMK107BBJ106MA-T","10uF"
"C7","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","52,7240","40,5000","180","GRM155C71A105KE11D","1uF"
"C6","C_0402_10nF_25V_NP0","TopLayer","CAPC1005X06","54,9240","47,4000","180","GRM1555C1E103JE01J","10nF"
"C5","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","46,6240","46,5000","90","GRM155C71A105KE11D","1uF"
"C4","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","45,6240","46,5000","90","GRM155R71E104KE14J","100nF"
"C3","C_0402_1nF_50V_NP0","TopLayer","CAPC1005X06","50,3240","44,3000","180","GRM1555C1H102JA01D","1nF"
"C2","C_0402_100nF_25V_X7R","TopLayer","CAPC1005X06","43,3240","42,3000","0","GRM155R71E104KE14J","100nF"
"C1","C_0402_1nF_50V_NP0","TopLayer","CAPC1005X06","51,1240","49,1000","0","GRM1555C1H102JA01D","1nF"
"(87;67)","Comment","TopLayer","M_Fiducial_3mm","0,0000","0,0000","0","",""
"(87;8)","Comment","TopLayer","M_Fiducial_3mm","0,0000","0,0000","0","",""
"(8;67)","Comment","TopLayer","M_Fiducial_3mm","0,0000","0,0000","0","",""
"(8;8)","Comment","TopLayer","M_Fiducial_3mm","0,0000","0,0000","0","",""
